Sample Rep b0 A umax L z umax_lw umax_up umax_lw_FI umax_up_FI
L2D1-100 1 0.0503304569793 0.160376183657 0.0112878715525 20.0 -4.57914295737 0.0102441040512 0.0123316390538 0.0102440848714 0.0123316582336
L2D1-100 2 0.0456878289803 0.277738983133 0.011088663855 20.0 -4.81775904717 0.0103454246438 0.0118319030662 0.0103454109864 0.0118319167236
L2D1-100 3 0.0458557262661 0.309847491875 0.0115806924128 20.0 -4.79382959931 0.0108536593842 0.0123077254413 0.0108536460246 0.0123077388009
L2F1-100 1 0.000822025664348 1.08856762152 0.0468006605183 3.57800890366 -3.56520907753 0.0454401819498 0.0481611390868 0.0454401569502 0.0481611640864
L2F1-100 2 0.0139610671209 1.00396398235 0.048680645349 3.91330179419 -3.89234555093 0.0475826493997 0.0497786412982 0.0475826292234 0.0497786614745
L2F1-100 3 0.0238042352958 0.968369551479 0.0499976538053 4.28452556751 -3.91559000971 0.0488575504415 0.0511377571691 0.0488575294915 0.0511377781192
L2J1-100 1 0.107708537965 0.942008932935 0.234896914264 5.7569952558 -1.95231373523 0.176590980252 0.293202848277 0.176589908847 0.293203919681
L2J1-100 2 0.0969918477569 0.84924 0.228682286527 5.66653358167 -1.77752451593 0.152493285858 0.304871287197 0.152491885841 0.304872687214
L2D2-100 1 0.0469647897991 0.221003747514 0.0119279810249 10.1645975251 -5.69288233529 0.0116978768556 0.0121580851941 0.0116978726273 0.0121580894224
L2D2-100 2 0.0495723514976 0.20120752786 0.0137864335281 10.9646274014 -5.44869979293 0.0133882991105 0.0141845679458 0.0133882917945 0.0141845752617
L2D2-100 3 0.050264490021 0.228720219393 0.0154360329122 11.5240558032 -5.5672879403 0.0150955926367 0.0157764731877 0.0150955863809 0.0157764794435
L2F2-100 1 -0.0251397534968 1.21445176386 0.0475462104135 2.95706195077 -3.92752294281 0.0466466495227 0.0484457713043 0.0466466329928 0.0484457878342
L2F2-100 2 -0.0197977048104 1.2069361289 0.0474258091131 3.13164432328 -3.91067017062 0.0465055303195 0.0483460879066 0.0465055134088 0.0483461048173
L2F2-100 3 -0.0342492339089 1.23533665215 0.0475198555984 2.60065800732 -3.8379778854 0.0465428578705 0.0484968533262 0.0465428399177 0.0484968712791
L2J2-100 1 0.110478874268 0.996912084167 0.146218703177 8.21306274487 -2.05430824211 0.121495015474 0.17094239088 0.121494561162 0.170942845192
L2J2-100 2 0.101071883485 0.92115139037 0.142357756341 8.1479002906 -2.10490631161 0.116652922113 0.16806259057 0.116652449772 0.168063062911
L2D3-100 1 0.0463503885917 0.177514882415 0.00756440574022 15.7732977212 -5.89229572789 0.00740784316184 0.0077209683186 0.00740784028491 0.00772097119552
L2D3-100 2 0.0461707282092 0.185565568225 0.00739370363558 15.2525661865 -6.10235509495 0.00727564267997 0.00751176459118 0.00727564051054 0.00751176676061
L2D3-100 3 0.0461548825925 0.189479972451 0.00746888015771 15.2361716978 -6.14256295941 0.00735743716434 0.00758032315108 0.00735743511651 0.00758032519891
L2F3-100 1 -0.0173892782448 1.29137097607 0.0448433993629 3.71098926827 -3.84046437794 0.0439316081188 0.045755190607 0.0439315913641 0.0457552073617
L2F3-100 2 -0.0296659022698 1.3163425617 0.044253997936 3.13259880789 -3.56935714842 0.0430783557957 0.0454296400763 0.0430783341926 0.0454296616793
L2F3-100 3 0.00452052804587 1.2138885578 0.0467319956578 4.6303517946 -4.0069462587 0.0458966748943 0.0475673164213 0.0458966595448 0.0475673317708
L2J3-100 1 0.118589638236 1.12920370715 0.25345233244 5.42193253526 -2.11018910994 0.209087395461 0.297817269419 0.20908658023 0.29781808465
