Time	Temp_C	L0P1-100_1	L1J1-100_1	L1J1-100_2	L1J1-100_3	L1F1-100_1	L1F1-100_2	L1F1-100_3	empty_1	L0P1-100_2	L1J2-100_1	L1J2-100_2	L1J2-100_3	L1F2-100_1	L1F2-100_2	L1F2-100_3	empty_2	L0P1-100_3	L1J3-100_1	L1J3-100_2	L1J3-100_3	L1F3-100_1	L1F3-100_2	L1F3-100_3	empty_3	empty_4	L1J5-100_1	L1J5-100_2	L1J5-100_3	L1F4-100_1	L1F4-100_2	L1F4-100_3	empty_5	L1D4-100_1	L1D4-100_2	L1D4-100_3	empty_6	L1F5-100_1	L1F5-100_2	L1F5-100_3	empty_7	L1D5-100_1	L1D5-100_2	L1D5-100_3	empty_8	blank_media_1	blank_media_2	blank_media_3	blank_media_4
17:32:31	25.1	0.845	1.181	1.218	1.240	0.816	0.783	0.821	0.050	0.926	1.234	1.281	1.314	0.762	0.040	0.534	0.047	0.923	1.299	1.286	1.401	0.600	0.674	0.588	0.046	0.050	1.281	1.285	1.431	0.458	0.464	0.434	0.047	0.453	0.470	0.494	0.047	0.638	0.619	0.589	0.048	0.501	0.518	0.525	0.047	0.038	0.038	0.050	0.040
17:48:14	25.1	0.839	1.170	1.213	1.228	0.944	0.828	0.624	0.050	0.922	1.263	1.289	1.302	0.975	0.040	0.594	0.047	0.919	1.295	1.285	1.370	0.854	0.694	0.654	0.046	0.051	1.276	1.302	1.297	0.466	0.471	0.441	0.047	0.477	0.495	0.520	0.047	0.682	0.701	0.598	0.048	0.525	0.550	0.548	0.047	0.038	0.038	0.050	0.040
18:03:56	25.1	0.833	1.163	1.213	1.228	0.986	0.748	0.607	0.050	0.919	1.240	1.278	1.302	0.709	0.040	0.616	0.047	0.916	1.288	1.275	1.429	0.720	0.628	1.181	0.046	0.050	1.282	1.375	1.444	0.472	0.479	0.448	0.047	0.503	0.806	0.546	0.047	0.655	0.625	0.606	0.047	0.552	0.575	0.576	0.047	0.038	0.038	0.051	0.040
18:19:39	25.1	0.827	1.157	1.198	1.224	0.875	0.663	0.639	0.049	0.915	1.269	1.307	1.297	0.728	0.040	0.651	0.047	0.913	1.280	1.275	1.298	1.168	0.965	0.594	0.046	0.050	1.282	1.281	1.296	0.480	0.487	0.457	0.047	0.529	0.549	0.781	0.047	0.666	0.650	0.619	0.048	0.589	0.610	0.608	0.047	0.038	0.038	0.050	0.040
18:35:21	25.1	0.822	1.151	1.192	1.214	0.930	0.931	0.802	0.050	0.913	1.217	1.276	1.281	1.081	0.040	0.624	0.047	0.911	1.282	1.270	1.267	0.647	0.601	0.622	0.046	0.050	1.286	1.280	1.284	0.487	0.495	0.463	0.047	0.558	0.576	0.719	0.047	0.722	0.647	0.627	0.048	0.607	0.636	0.634	0.047	0.038	0.038	0.050	0.040
18:51:04	25.1	0.817	1.147	1.184	1.204	0.920	0.808	0.774	0.050	0.909	1.209	1.255	1.274	0.752	0.040	0.578	0.047	0.908	1.274	1.262	1.364	0.731	0.754	0.695	0.046	0.051	1.281	1.295	1.301	0.496	0.503	0.470	0.047	0.585	0.606	0.629	0.047	0.718	0.672	0.638	0.048	0.636	0.666	0.666	0.047	0.038	0.038	0.050	0.040
19:06:47	25.1	0.811	1.136	1.183	1.205	0.957	0.717	0.672	0.050	0.906	1.209	1.261	1.268	0.841	0.040	0.679	0.047	0.904	1.269	1.258	1.372	0.657	0.630	0.658	0.046	0.051	1.289	1.296	1.321	0.504	0.511	0.477	0.047	0.615	0.737	0.661	0.047	0.723	0.745	0.654	0.048	0.666	0.696	0.698	0.047	0.038	0.038	0.054	0.040
19:22:29	25.1	0.806	1.131	1.172	1.199	1.038	0.972	0.761	0.050	0.902	1.170	1.272	1.258	0.854	0.040	0.624	0.047	0.901	1.266	1.256	1.354	0.876	0.867	0.620	0.046	0.051	1.278	1.299	1.318	0.511	0.518	0.483	0.047	0.647	0.664	0.687	0.047	0.744	0.689	0.657	0.048	0.698	0.728	0.726	0.047	0.038	0.038	0.050	0.040
19:38:12	25.0	0.802	1.127	1.171	1.193	0.952	0.731	0.845	0.050	0.899	1.163	1.224	1.240	0.800	0.040	0.785	0.047	0.899	1.261	1.247	1.306	1.250	0.838	0.693	0.046	0.051	1.305	1.282	1.304	0.519	0.527	0.491	0.047	0.676	0.694	0.716	0.047	0.779	0.699	0.669	0.048	0.729	0.760	0.756	0.047	0.038	0.038	0.050	0.040
19:53:55	25.1	0.797	1.128	1.166	1.189	0.759	0.820	0.787	0.050	0.896	1.171	1.254	1.242	0.800	0.040	0.687	0.047	0.896	1.258	1.244	1.248	0.708	0.618	0.629	0.046	0.050	1.316	1.279	1.309	0.524	0.533	0.497	0.047	0.707	0.724	0.879	0.047	0.811	0.707	0.678	0.047	0.761	0.790	0.791	0.047	0.038	0.038	0.050	0.040
20:09:37	25.1	0.790	1.117	1.167	1.188	1.092	0.916	0.887	0.050	0.893	1.165	1.238	1.230	0.788	0.040	0.612	0.047	0.893	1.254	1.239	1.385	0.853	0.659	0.884	0.046	0.051	1.282	1.338	1.303	0.532	0.541	0.504	0.047	0.742	0.755	0.777	0.047	0.744	0.742	0.689	0.048	0.792	0.824	0.817	0.047	0.038	0.038	0.050	0.040
20:25:20	25.1	0.786	1.118	1.160	1.176	0.793	0.805	0.861	0.050	0.890	1.136	1.192	1.225	0.824	0.040	0.672	0.047	0.889	1.248	1.232	1.320	0.843	1.061	0.904	0.046	0.051	1.270	1.277	1.285	0.541	0.549	0.510	0.047	0.774	0.785	0.810	0.047	0.760	0.734	0.702	0.048	0.822	0.857	0.849	0.047	0.038	0.038	0.050	0.040
20:41:03	25.1	0.780	1.105	1.145	1.169	1.020	1.139	0.844	0.050	0.886	1.167	1.180	1.216	0.784	0.040	0.677	0.047	0.886	1.242	1.225	1.407	0.766	0.871	0.969	0.046	0.050	1.273	1.268	1.290	0.547	0.556	0.517	0.047	0.807	0.818	0.843	0.047	0.796	0.750	0.715	0.048	0.855	0.960	0.881	0.047	0.038	0.038	0.050	0.040
20:56:45	25.1	0.775	1.107	1.149	1.164	1.029	1.107	0.747	0.050	0.882	1.133	1.178	1.211	0.825	0.040	0.814	0.047	0.883	1.236	1.217	1.274	1.094	0.866	0.782	0.046	0.051	1.268	1.276	1.290	0.555	0.564	0.524	0.047	0.840	0.851	1.091	0.047	0.787	0.792	0.726	0.048	0.884	0.915	0.910	0.047	0.038	0.038	0.050	0.040
21:12:28	25.1	0.769	1.101	1.134	1.159	0.850	1.147	0.850	0.050	0.879	1.126	1.170	1.204	0.833	0.040	0.729	0.047	0.880	1.231	1.210	1.301	0.819	0.778	0.765	0.046	0.051	1.322	1.255	1.273	0.562	0.572	0.531	0.047	0.871	0.878	0.899	0.047	0.824	0.777	0.735	0.048	0.911	0.946	0.937	0.047	0.038	0.038	0.050	0.040
21:28:11	25.1	0.764	1.095	1.135	1.158	1.151	1.041	0.689	0.050	0.876	1.119	1.170	1.205	0.840	0.040	0.693	0.047	0.878	1.227	1.206	1.321	0.721	0.758	1.040	0.046	0.051	1.261	1.251	1.272	0.571	0.578	0.537	0.047	0.911	0.912	0.945	0.047	0.799	0.808	0.745	0.048	0.939	0.973	0.966	0.047	0.038	0.038	0.050	0.040
21:43:53	25.1	0.758	1.088	1.128	1.149	1.134	0.893	0.905	0.050	0.873	1.121	1.157	1.196	0.954	0.040	0.695	0.047	0.874	1.216	1.199	1.372	0.939	0.979	0.713	0.046	0.051	1.252	1.246	1.255	0.575	0.586	0.542	0.047	0.929	0.940	0.993	0.047	0.849	0.801	0.762	0.048	0.967	1.002	0.989	0.047	0.038	0.038	0.050	0.039
21:59:36	25.1	0.753	1.090	1.121	1.143	1.001	1.082	0.659	0.050	0.870	1.127	1.290	1.192	1.078	0.040	0.702	0.047	0.872	1.215	1.220	1.384	1.286	0.912	0.825	0.046	0.050	1.254	1.241	1.256	0.580	0.592	0.549	0.047	0.957	0.967	0.983	0.047	0.864	0.795	0.768	0.047	0.991	1.022	1.015	0.047	0.037	0.038	0.050	0.040
22:15:19	25.1	0.748	1.085	1.114	1.140	0.965	0.938	0.702	0.050	0.866	1.166	1.161	1.183	0.863	0.040	0.706	0.047	0.869	1.211	1.191	1.232	1.165	1.206	0.767	0.046	0.051	1.245	1.235	1.249	0.589	0.599	0.559	0.047	0.990	1.101	1.011	0.047	0.846	0.801	0.776	0.048	1.019	1.049	1.043	0.047	0.038	0.038	0.050	0.040
22:31:01	25.0	0.742	1.076	1.109	1.133	1.067	1.003	0.725	0.050	0.863	1.129	1.160	1.176	0.884	0.040	0.706	0.047	0.866	1.202	1.183	1.285	0.744	0.898	0.832	0.046	0.050	1.241	1.230	1.242	0.594	0.606	0.562	0.047	1.018	1.024	1.041	0.047	0.872	0.832	0.787	0.048	1.038	1.071	1.067	0.047	0.037	0.038	0.050	0.040
22:46:44	25.1	0.738	1.070	1.103	1.124	0.915	0.903	0.758	0.049	0.860	1.092	1.132	1.172	0.903	0.040	0.849	0.047	0.863	1.198	1.177	1.385	1.009	0.838	0.753	0.046	0.050	1.237	1.224	1.247	0.600	0.613	0.568	0.047	1.040	1.051	1.059	0.047	0.892	0.812	0.795	0.047	1.058	1.093	1.085	0.047	0.037	0.038	0.050	0.040
23:02:26	25.1	0.731	1.064	1.094	1.117	1.219	0.970	0.783	0.049	0.856	1.085	1.128	1.161	0.863	0.040	0.902	0.047	0.860	1.191	1.171	1.298	0.945	0.855	0.994	0.046	0.051	1.232	1.278	1.243	0.607	0.621	0.575	0.047	1.067	1.117	1.392	0.047	0.900	0.846	0.805	0.048	1.077	1.111	1.099	0.047	0.038	0.038	0.051	0.039
23:18:09	25.1	0.726	1.061	1.089	1.111	1.102	0.996	0.779	0.050	0.853	1.079	1.122	1.162	0.870	0.040	0.705	0.047	0.857	1.187	1.167	1.218	1.121	1.085	0.902	0.046	0.051	1.225	1.216	1.228	0.614	0.627	0.582	0.047	1.090	1.117	1.088	0.047	0.863	0.850	0.811	0.048	1.091	1.148	1.107	0.047	0.038	0.038	0.050	0.040
23:33:52	25.1	0.721	1.057	1.081	1.105	1.161	1.044	0.796	0.050	0.850	1.072	1.135	1.150	1.002	0.040	0.717	0.047	0.854	1.183	1.166	1.206	0.915	1.061	0.820	0.046	0.051	1.217	1.211	1.226	0.621	0.636	0.588	0.047	1.110	1.125	1.112	0.047	0.917	0.851	0.816	0.048	1.095	1.125	1.109	0.047	0.037	0.038	0.050	0.039
23:49:34	25.1	0.715	1.052	1.077	1.099	1.009	1.064	0.782	0.049	0.846	1.076	1.121	1.153	0.911	0.040	0.771	0.047	0.851	1.177	1.157	1.232	1.340	1.152	0.995	0.046	0.051	1.214	1.207	1.222	0.625	0.642	0.595	0.047	1.121	1.410	1.101	0.047	0.876	0.864	0.827	0.048	1.091	1.128	1.104	0.047	0.038	0.038	0.050	0.040
24:05:17	25.1	0.711	1.047	1.069	1.093	0.949	0.934	0.700	0.050	0.843	1.073	1.117	1.208	1.070	0.040	0.770	0.047	0.848	1.173	1.153	1.341	1.370	0.971	0.864	0.046	0.051	1.209	1.200	1.215	0.632	0.650	0.602	0.047	1.127	1.125	1.196	0.047	0.885	0.898	0.837	0.048	1.086	1.123	1.102	0.047	0.038	0.038	0.051	0.040
24:20:59	25.1	0.706	1.040	1.062	1.084	1.034	0.988	0.816	0.050	0.840	1.057	1.112	1.138	0.944	0.040	0.780	0.047	0.846	1.171	1.148	1.201	1.265	0.874	0.932	0.046	0.051	1.215	1.195	1.211	0.638	0.657	0.608	0.047	1.128	1.248	1.172	0.047	0.939	0.893	0.845	0.048	1.076	1.111	1.088	0.047	0.038	0.038	0.050	0.040
24:36:42	25.1	0.701	1.034	1.056	1.078	1.104	1.118	0.773	0.050	0.837	1.075	1.113	1.137	0.910	0.040	0.926	0.047	0.843	1.165	1.144	1.278	1.204	1.067	1.067	0.046	0.050	1.197	1.190	1.205	0.644	0.665	0.617	0.047	1.125	1.115	1.220	0.047	0.937	0.898	0.854	0.047	1.069	1.109	1.087	0.047	0.038	0.038	0.050	0.040
24:52:25	25.1	0.696	1.029	1.050	1.074	1.077	1.207	0.798	0.050	0.834	1.065	1.092	1.206	1.214	0.040	0.933	0.047	0.840	1.160	1.141	1.216	1.246	1.004	0.957	0.046	0.051	1.192	1.186	1.198	0.651	0.676	0.625	0.047	1.121	1.162	1.169	0.047	0.938	0.894	0.860	0.048	1.060	1.101	1.077	0.047	0.038	0.038	0.050	0.039
25:08:07	25.1	0.691	1.023	1.046	1.067	1.070	1.036	0.757	0.050	0.831	1.045	1.089	1.125	1.053	0.040	0.977	0.047	0.837	1.155	1.136	1.200	1.035	1.248	1.503	0.046	0.051	1.185	1.179	1.199	0.658	0.686	0.635	0.047	1.117	1.117	1.224	0.047	0.946	0.892	0.867	0.048	1.055	1.095	1.073	0.047	0.038	0.038	0.050	0.040
25:23:50	25.1	0.686	1.017	1.040	1.061	1.177	1.089	0.809	0.050	0.828	1.045	1.091	1.120	1.104	0.040	0.784	0.047	0.835	1.153	1.133	1.213	1.531	1.137	0.993	0.046	0.051	1.182	1.173	1.190	0.664	0.695	0.643	0.047	1.114	1.113	1.093	0.047	0.947	0.916	0.874	0.048	1.048	1.083	1.066	0.047	0.038	0.038	0.050	0.039
25:39:33	25.1	0.682	1.011	1.035	1.055	1.233	0.872	0.719	0.050	0.823	1.035	1.076	1.116	1.077	0.040	0.766	0.047	0.832	1.146	1.129	1.288	1.177	1.033	1.165	0.046	0.051	1.176	1.168	1.184	0.671	0.708	0.655	0.047	1.116	1.111	1.128	0.047	0.945	0.919	0.884	0.048	1.039	1.083	1.061	0.047	0.037	0.038	0.050	0.039
25:55:15	25.1	0.677	1.005	1.030	1.049	1.106	1.034	0.725	0.050	0.821	1.041	1.080	1.115	1.067	0.040	0.779	0.047	0.829	1.144	1.126	1.325	1.132	1.051	0.872	0.046	0.051	1.179	1.162	1.181	0.676	0.715	0.663	0.047	1.106	1.175	1.128	0.047	0.971	0.955	0.887	0.047	1.029	1.077	1.053	0.047	0.037	0.038	0.050	0.040
26:10:58	25.1	0.674	0.999	1.024	1.043	1.019	1.047	0.884	0.050	0.819	1.037	1.075	1.111	1.148	0.040	0.799	0.047	0.827	1.141	1.125	1.264	1.288	1.182	0.941	0.046	0.051	1.177	1.159	1.175	0.682	0.717	0.670	0.047	1.102	1.110	1.227	0.047	0.996	0.938	0.891	0.048	1.018	1.069	1.047	0.047	0.037	0.038	0.050	0.040
26:26:41	25.1	0.668	0.996	1.019	1.037	1.088	1.395	0.790	0.050	0.815	1.023	1.072	1.103	0.979	0.040	0.830	0.047	0.824	1.135	1.121	1.277	1.222	0.942	0.883	0.046	0.050	1.162	1.155	1.170	0.689	0.728	0.679	0.047	1.099	1.114	1.215	0.047	0.950	0.937	0.904	0.048	1.017	1.064	1.039	0.047	0.037	0.038	0.050	0.040
26:42:23	25.1	0.663	0.990	1.013	1.032	0.897	1.237	0.797	0.050	0.812	1.031	1.086	1.134	1.063	0.040	0.837	0.047	0.821	1.131	1.117	1.198	1.281	1.013	0.979	0.046	0.050	1.157	1.150	1.166	0.696	0.737	0.688	0.047	1.093	1.110	1.097	0.047	0.985	0.940	0.911	0.048	1.010	1.062	1.037	0.047	0.037	0.038	0.050	0.040
26:58:06	25.0	0.658	0.985	1.008	1.027	1.057	1.014	0.756	0.050	0.808	1.030	1.069	1.096	1.160	0.040	0.824	0.047	0.818	1.128	1.115	1.294	1.064	0.956	0.940	0.046	0.050	1.153	1.144	1.161	0.704	0.743	0.693	0.047	1.089	1.215	1.082	0.047	0.979	0.950	0.911	0.047	1.001	1.056	1.034	0.047	0.037	0.038	0.050	0.040
27:13:48	25.1	0.654	0.981	1.003	1.023	1.277	1.079	0.806	0.050	0.805	1.016	1.069	1.097	1.076	0.040	0.802	0.047	0.815	1.126	1.113	1.333	1.225	1.252	0.832	0.046	0.051	1.150	1.139	1.157	0.712	0.752	0.702	0.047	1.087	1.135	1.092	0.047	0.992	0.954	0.921	0.048	0.994	1.054	1.024	0.047	0.038	0.038	0.050	0.040
27:29:31	25.1	0.648	0.975	0.998	1.018	1.270	1.083	0.816	0.050	0.802	1.021	1.061	1.096	0.967	0.040	0.843	0.047	0.812	1.123	1.109	1.235	1.630	0.918	1.104	0.046	0.050	1.144	1.135	1.152	0.719	0.756	0.708	0.047	1.083	1.189	1.073	0.047	0.984	0.989	0.928	0.048	0.990	1.049	1.020	0.047	0.037	0.038	0.050	0.040
27:45:14	25.1	0.644	0.970	0.993	1.013	1.126	0.973	0.846	0.050	0.800	1.015	1.061	1.089	1.072	0.040	0.840	0.047	0.810	1.118	1.108	1.332	1.487	1.088	0.915	0.046	0.051	1.139	1.131	1.148	0.728	0.763	0.714	0.047	1.076	1.113	1.077	0.047	0.990	0.969	0.937	0.048	0.984	1.043	1.022	0.047	0.038	0.038	0.050	0.040
28:00:56	25.1	0.639	0.967	0.989	1.009	1.164	1.073	0.840	0.050	0.797	1.050	1.057	1.093	1.136	0.040	0.826	0.047	0.807	1.116	1.105	1.333	0.902	1.214	1.079	0.046	0.050	1.135	1.127	1.143	0.733	0.769	0.720	0.047	1.073	1.096	1.321	0.047	1.029	0.983	0.944	0.048	0.978	1.038	1.016	0.047	0.037	0.038	0.050	0.040
28:16:39	25.1	0.634	0.962	0.985	1.004	0.982	1.230	0.857	0.050	0.793	1.012	1.053	1.082	1.191	0.040	1.158	0.047	0.804	1.123	1.104	1.214	1.438	1.075	1.067	0.046	0.050	1.132	1.123	1.143	0.742	0.774	0.726	0.047	1.069	1.095	1.068	0.047	0.999	0.975	0.942	0.047	0.975	1.035	1.010	0.047	0.037	0.038	0.050	0.040
28:32:22	25.1	0.629	0.958	0.980	0.999	1.200	1.063	0.904	0.050	0.790	1.013	1.049	1.075	1.081	0.040	0.857	0.047	0.801	1.110	1.101	1.244	1.488	1.156	0.874	0.046	0.051	1.127	1.118	1.135	0.751	0.782	0.732	0.047	1.068	1.091	1.070	0.047	1.023	1.029	0.952	0.048	0.968	1.032	1.006	0.047	0.037	0.038	0.050	0.039
28:48:04	25.1	0.625	0.953	0.975	0.995	1.164	0.946	0.761	0.050	0.787	1.005	1.051	1.075	1.192	0.040	0.844	0.047	0.799	1.108	1.098	1.271	1.550	1.106	0.893	0.046	0.051	1.122	1.115	1.129	0.759	0.785	0.737	0.047	1.064	1.088	1.062	0.047	1.018	0.993	0.950	0.048	0.970	1.026	1.002	0.047	0.037	0.038	0.050	0.040
29:03:47	25.1	0.620	0.948	0.971	0.990	1.169	1.244	0.831	0.050	0.785	1.016	1.045	1.074	1.103	0.042	0.946	0.047	0.796	1.105	1.097	1.281	1.342	1.052	1.098	0.046	0.050	1.118	1.111	1.128	0.766	0.794	0.742	0.047	1.061	1.102	1.066	0.047	1.048	1.014	0.961	0.048	0.961	1.024	0.997	0.047	0.037	0.037	0.050	0.040
29:19:29	25.1	0.616	0.944	0.967	0.986	1.198	1.283	0.744	0.050	0.781	1.000	1.038	1.073	1.143	0.040	0.825	0.047	0.793	1.103	1.095	1.289	1.202	1.319	0.943	0.046	0.051	1.113	1.107	1.121	0.769	0.797	0.749	0.047	1.059	1.084	1.064	0.047	1.050	1.003	0.962	0.047	0.956	1.023	0.994	0.047	0.037	0.037	0.050	0.040
29:35:12	25.1	0.611	0.939	0.962	0.981	1.055	1.213	0.819	0.049	0.779	1.003	1.037	1.112	1.045	0.040	1.060	0.047	0.791	1.100	1.093	1.254	1.294	1.399	0.992	0.046	0.050	1.110	1.103	1.120	0.775	0.804	0.754	0.047	1.054	1.087	1.249	0.047	1.032	1.016	0.969	0.047	0.953	1.017	0.994	0.047	0.037	0.037	0.050	0.040
29:50:55	25.1	0.607	0.934	0.957	0.977	1.057	1.151	0.748	0.050	0.776	0.999	1.037	1.070	1.385	0.040	0.942	0.047	0.788	1.097	1.091	1.201	1.253	0.976	0.970	0.046	0.050	1.106	1.100	1.115	0.784	0.808	0.759	0.047	1.053	1.081	1.066	0.047	1.050	1.033	0.980	0.048	0.944	1.014	0.988	0.047	0.037	0.038	0.050	0.040
30:06:37	25.1	0.602	0.930	0.953	0.972	1.136	0.998	0.858	0.050	0.773	0.990	1.033	1.064	1.135	0.041	0.905	0.047	0.786	1.094	1.089	1.162	1.530	1.308	1.049	0.046	0.051	1.102	1.097	1.109	0.790	0.816	0.764	0.047	1.048	1.077	1.059	0.047	1.046	1.059	0.980	0.048	0.940	1.010	0.986	0.047	0.037	0.038	0.050	0.040
30:22:20	25.1	0.598	0.924	0.949	0.968	1.126	1.005	0.803	0.050	0.769	0.989	1.030	1.060	1.097	0.040	0.842	0.047	0.783	1.093	1.088	1.329	1.299	1.369	0.988	0.046	0.051	1.098	1.094	1.107	0.795	0.820	0.769	0.047	1.046	1.081	1.059	0.047	1.040	1.026	0.984	0.048	0.938	1.008	0.982	0.047	0.037	0.037	0.050	0.039
30:38:03	25.1	0.592	0.920	0.944	0.964	1.164	1.134	0.804	0.050	0.767	0.985	1.030	1.058	1.105	0.040	1.133	0.047	0.780	1.090	1.086	1.301	1.258	1.512	1.053	0.046	0.050	1.093	1.090	1.103	0.801	0.827	0.776	0.047	1.045	1.138	1.175	0.047	1.045	1.092	0.990	0.047	0.938	1.005	0.974	0.047	0.037	0.037	0.050	0.040
30:53:45	25.1	0.588	0.915	0.941	0.959	1.022	1.127	0.815	0.050	0.763	0.979	1.024	1.057	1.156	0.042	0.879	0.047	0.778	1.087	1.085	1.208	1.512	1.197	1.012	0.046	0.051	1.089	1.086	1.099	0.807	0.833	0.781	0.047	1.040	1.074	1.054	0.047	1.053	1.040	0.995	0.047	0.935	1.002	0.974	0.047	0.037	0.037	0.050	0.039
31:09:28	25.1	0.584	0.911	0.937	0.955	1.155	0.991	0.737	0.049	0.761	0.982	1.027	1.052	1.087	0.040	0.877	0.047	0.775	1.085	1.083	1.211	1.045	1.320	0.953	0.046	0.050	1.087	1.084	1.097	0.813	0.836	0.786	0.047	1.038	1.068	1.072	0.047	1.065	1.056	0.995	0.047	0.930	0.998	0.967	0.047	0.037	0.037	0.050	0.040
31:25:11	25.1	0.579	0.907	0.932	0.952	1.303	1.225	0.818	0.050	0.758	0.976	1.024	1.063	1.254	0.040	1.185	0.047	0.773	1.084	1.082	1.204	1.390	1.163	1.058	0.046	0.050	1.083	1.081	1.093	0.815	0.844	0.793	0.047	1.034	1.070	1.050	0.047	1.067	1.068	1.002	0.048	0.920	0.996	0.965	0.047	0.037	0.038	0.050	0.040
31:40:53	25.0	0.575	0.903	0.929	0.948	1.073	1.025	0.758	0.049	0.756	0.988	1.026	1.071	1.080	0.040	0.900	0.047	0.771	1.082	1.081	1.330	1.396	1.305	1.630	0.046	0.050	1.079	1.079	1.090	0.821	0.847	0.796	0.047	1.031	1.071	1.047	0.047	1.057	1.046	1.004	0.047	0.916	0.992	0.961	0.047	0.037	0.037	0.050	0.040
31:56:36	25.0	0.571	0.899	0.926	0.944	1.088	1.048	0.817	0.050	0.754	0.980	1.025	1.044	1.043	0.041	0.914	0.047	0.768	1.081	1.079	1.154	1.269	1.191	1.219	0.046	0.050	1.076	1.076	1.094	0.825	0.854	0.800	0.047	1.026	1.064	1.048	0.047	1.080	1.063	1.008	0.048	0.916	0.988	0.959	0.047	0.037	0.037	0.050	0.040
