Time	Temp_C	L0P1-100_1	L1J1-100_1	L1J1-100_2	L1J1-100_3	L1F1-100_1	L1F1-100_2	L1F1-100_3	empty_1	L0P1-100_2	L1J2-100_1	L1J2-100_2	L1J2-100_3	L1F2-100_1	L1F2-100_2	L1F2-100_3	empty_2	L0P1-100_3	L1J3-100_1	L1J3-100_2	L1J3-100_3	L1F3-100_1	L1F3-100_2	L1F3-100_3	empty_3	empty_4	L1J5-100_1	L1J5-100_2	L1J5-100_3	L1F4-100_1	L1F4-100_2	L1F4-100_3	empty_5	L1D4-100_1	L1D4-100_2	L1D4-100_3	empty_6	L1F5-100_1	L1F5-100_2	L1F5-100_3	empty_7	L1D5-100_1	L1D5-100_2	L1D5-100_3	empty_8	blank_media_1	blank_media_2	blank_media_3	blank_media_4
0:00:00	25.0	0.039	0.040	0.038	0.039	0.041	0.042	0.044	0.050	0.050	0.041	0.039	0.039	0.046	0.041	0.043	0.047	0.044	0.039	0.040	0.044	0.039	0.059	0.039	0.046	0.051	0.054	0.040	0.038	0.040	0.040	0.038	0.047	0.041	0.042	0.041	0.047	0.040	0.040	0.039	0.048	0.050	0.044	0.043	0.047	0.038	0.038	0.051	0.040
0:15:43	25.1	0.044	0.045	0.044	0.045	0.045	0.045	0.046	0.050	0.058	0.045	0.045	0.044	0.053	0.041	0.046	0.047	0.047	0.044	0.045	0.050	0.042	0.041	0.042	0.046	0.050	0.045	0.045	0.045	0.042	0.043	0.043	0.047	0.044	0.044	0.045	0.047	0.043	0.043	0.043	0.047	0.053	0.045	0.045	0.047	0.038	0.038	0.051	0.040
0:31:25	25.1	0.045	0.046	0.045	0.045	0.045	0.046	0.047	0.050	0.054	0.045	0.045	0.044	0.055	0.040	0.047	0.047	0.046	0.044	0.046	0.067	0.042	0.043	0.042	0.046	0.050	0.046	0.045	0.045	0.043	0.043	0.043	0.047	0.044	0.044	0.049	0.047	0.043	0.043	0.043	0.047	0.053	0.046	0.046	0.047	0.038	0.038	0.051	0.040
0:47:08	25.1	0.045	0.047	0.046	0.047	0.045	0.046	0.047	0.050	0.055	0.047	0.045	0.045	0.055	0.041	0.047	0.047	0.047	0.046	0.047	0.052	0.048	0.043	0.042	0.046	0.050	0.048	0.046	0.046	0.043	0.043	0.043	0.047	0.045	0.045	0.045	0.047	0.044	0.044	0.043	0.048	0.055	0.047	0.046	0.047	0.038	0.038	0.051	0.040
1:02:50	25.1	0.046	0.048	0.048	0.050	0.045	0.048	0.049	0.050	0.056	0.049	0.047	0.046	0.057	0.041	0.048	0.047	0.048	0.047	0.049	0.053	0.044	0.042	0.043	0.046	0.050	0.049	0.048	0.048	0.043	0.044	0.043	0.047	0.045	0.045	0.046	0.047	0.044	0.044	0.044	0.048	0.054	0.047	0.047	0.047	0.038	0.038	0.051	0.040
1:18:33	25.1	0.047	0.049	0.049	0.049	0.051	0.047	0.048	0.050	0.058	0.048	0.048	0.047	0.057	0.041	0.056	0.047	0.049	0.048	0.050	0.060	0.043	0.042	0.062	0.046	0.050	0.050	0.049	0.049	0.043	0.044	0.044	0.047	0.046	0.046	0.046	0.047	0.045	0.045	0.044	0.048	0.055	0.048	0.047	0.047	0.038	0.038	0.051	0.040
1:34:15	25.1	0.049	0.050	0.051	0.051	0.046	0.058	0.048	0.049	0.060	0.049	0.049	0.048	0.068	0.041	0.049	0.047	0.051	0.049	0.051	0.056	0.061	0.043	0.053	0.046	0.051	0.052	0.050	0.050	0.044	0.045	0.044	0.047	0.046	0.046	0.047	0.047	0.045	0.045	0.045	0.048	0.055	0.048	0.048	0.047	0.038	0.038	0.050	0.040
1:49:58	25.1	0.051	0.051	0.052	0.061	0.047	0.047	0.049	0.049	0.062	0.051	0.049	0.048	0.060	0.041	0.050	0.047	0.054	0.051	0.053	0.058	0.048	0.043	0.043	0.046	0.051	0.054	0.052	0.051	0.044	0.045	0.045	0.047	0.047	0.047	0.047	0.047	0.045	0.045	0.045	0.047	0.056	0.049	0.049	0.047	0.038	0.038	0.051	0.040
2:05:40	25.1	0.053	0.053	0.054	0.054	0.047	0.048	0.049	0.050	0.065	0.051	0.051	0.050	0.061	0.040	0.051	0.047	0.057	0.052	0.055	0.059	0.048	0.044	0.044	0.046	0.051	0.056	0.053	0.053	0.045	0.046	0.046	0.047	0.047	0.047	0.048	0.047	0.046	0.046	0.046	0.048	0.057	0.050	0.049	0.047	0.038	0.038	0.051	0.040
2:21:23	25.1	0.057	0.054	0.056	0.056	0.048	0.049	0.050	0.050	0.069	0.053	0.052	0.051	0.062	0.040	0.051	0.047	0.061	0.054	0.057	0.062	0.055	0.044	0.044	0.046	0.050	0.058	0.055	0.055	0.045	0.046	0.046	0.047	0.048	0.048	0.050	0.047	0.047	0.047	0.046	0.047	0.057	0.050	0.050	0.047	0.038	0.038	0.051	0.040
2:37:05	25.0	0.061	0.057	0.058	0.058	0.048	0.049	0.051	0.050	0.074	0.054	0.053	0.052	0.064	0.040	0.074	0.047	0.066	0.056	0.059	0.065	0.052	0.060	0.045	0.046	0.051	0.060	0.057	0.057	0.046	0.047	0.047	0.047	0.048	0.049	0.049	0.047	0.047	0.047	0.047	0.048	0.058	0.051	0.051	0.047	0.038	0.038	0.050	0.040
2:52:48	25.1	0.067	0.058	0.060	0.060	0.049	0.051	0.052	0.050	0.085	0.056	0.055	0.053	0.066	0.040	0.052	0.047	0.073	0.058	0.061	0.086	0.045	0.045	0.050	0.046	0.051	0.062	0.060	0.059	0.047	0.048	0.047	0.047	0.049	0.049	0.050	0.047	0.048	0.048	0.047	0.048	0.059	0.052	0.052	0.047	0.038	0.041	0.051	0.040
3:08:31	25.1	0.073	0.060	0.063	0.063	0.050	0.051	0.052	0.050	0.089	0.057	0.056	0.055	0.067	0.040	0.053	0.047	0.080	0.060	0.064	0.091	0.066	0.045	0.045	0.046	0.050	0.066	0.062	0.062	0.048	0.049	0.048	0.047	0.050	0.050	0.051	0.047	0.049	0.049	0.048	0.047	0.060	0.053	0.053	0.047	0.038	0.038	0.051	0.040
3:24:13	25.1	0.081	0.063	0.066	0.066	0.051	0.052	0.053	0.050	0.099	0.059	0.058	0.056	0.072	0.040	0.054	0.047	0.089	0.063	0.067	0.075	0.070	0.045	0.046	0.046	0.050	0.069	0.065	0.065	0.048	0.049	0.049	0.047	0.051	0.051	0.051	0.047	0.050	0.050	0.049	0.048	0.061	0.054	0.054	0.047	0.038	0.038	0.051	0.040
3:39:56	25.1	0.091	0.066	0.070	0.070	0.051	0.053	0.054	0.050	0.111	0.061	0.060	0.058	0.071	0.040	0.055	0.047	0.101	0.066	0.070	0.111	0.046	0.046	0.046	0.046	0.050	0.073	0.068	0.068	0.049	0.050	0.050	0.047	0.051	0.052	0.053	0.047	0.050	0.051	0.050	0.048	0.061	0.055	0.055	0.047	0.038	0.038	0.051	0.040
3:55:38	25.1	0.107	0.070	0.074	0.074	0.053	0.053	0.058	0.050	0.126	0.063	0.063	0.060	0.074	0.040	0.056	0.047	0.116	0.070	0.075	0.084	0.048	0.046	0.050	0.046	0.050	0.077	0.072	0.072	0.050	0.051	0.051	0.047	0.052	0.053	0.054	0.047	0.051	0.052	0.051	0.047	0.063	0.056	0.056	0.047	0.038	0.038	0.051	0.040
4:11:21	25.1	0.117	0.074	0.079	0.079	0.054	0.055	0.056	0.050	0.143	0.066	0.066	0.063	0.077	0.040	0.057	0.047	0.132	0.074	0.079	0.091	0.053	0.047	0.059	0.046	0.050	0.083	0.076	0.077	0.051	0.052	0.051	0.047	0.053	0.054	0.055	0.047	0.052	0.053	0.052	0.048	0.064	0.057	0.057	0.047	0.038	0.038	0.050	0.040
4:27:03	25.1	0.133	0.079	0.084	0.084	0.056	0.057	0.058	0.050	0.162	0.069	0.069	0.065	0.079	0.040	0.058	0.047	0.152	0.079	0.085	0.098	0.060	0.048	0.060	0.046	0.050	0.092	0.081	0.082	0.052	0.053	0.052	0.047	0.054	0.055	0.056	0.047	0.054	0.054	0.053	0.048	0.066	0.059	0.059	0.047	0.038	0.038	0.051	0.040
4:42:45	25.1	0.152	0.082	0.090	0.098	0.055	0.057	0.064	0.050	0.188	0.073	0.072	0.069	0.082	0.040	0.060	0.047	0.179	0.084	0.091	0.136	0.049	0.049	0.049	0.046	0.050	0.093	0.086	0.095	0.053	0.055	0.054	0.047	0.055	0.056	0.059	0.047	0.055	0.055	0.055	0.048	0.069	0.060	0.060	0.047	0.038	0.038	0.051	0.040
4:58:28	25.1	0.178	0.088	0.095	0.097	0.057	0.059	0.066	0.050	0.221	0.076	0.075	0.071	0.086	0.040	0.061	0.047	0.212	0.089	0.098	0.115	0.050	0.052	0.050	0.046	0.050	0.100	0.092	0.091	0.054	0.056	0.055	0.047	0.057	0.057	0.065	0.047	0.056	0.056	0.056	0.048	0.068	0.062	0.061	0.047	0.038	0.038	0.050	0.040
5:14:10	25.1	0.209	0.092	0.102	0.102	0.059	0.073	0.064	0.050	0.257	0.079	0.079	0.075	0.097	0.040	0.063	0.047	0.246	0.095	0.106	0.125	0.051	0.056	0.051	0.046	0.051	0.107	0.098	0.097	0.056	0.058	0.057	0.047	0.058	0.059	0.075	0.047	0.058	0.058	0.057	0.048	0.070	0.063	0.063	0.047	0.038	0.038	0.051	0.040
5:29:53	25.1	0.244	0.099	0.109	0.109	0.058	0.060	0.067	0.050	0.295	0.083	0.084	0.080	0.093	0.041	0.065	0.047	0.285	0.102	0.115	0.137	0.054	0.051	0.052	0.046	0.050	0.117	0.108	0.104	0.057	0.059	0.058	0.047	0.059	0.060	0.061	0.047	0.060	0.060	0.059	0.048	0.071	0.065	0.065	0.047	0.038	0.038	0.051	0.040
5:45:36	25.1	0.278	0.107	0.121	0.118	0.060	0.100	0.065	0.050	0.342	0.089	0.089	0.086	0.112	0.040	0.067	0.047	0.334	0.111	0.129	0.153	0.053	0.054	0.078	0.046	0.051	0.128	0.117	0.115	0.059	0.061	0.060	0.047	0.061	0.062	0.071	0.047	0.062	0.063	0.060	0.048	0.073	0.067	0.067	0.047	0.038	0.038	0.051	0.040
6:01:18	25.1	0.324	0.117	0.132	0.130	0.061	0.064	0.084	0.050	0.402	0.095	0.095	0.091	0.103	0.041	0.069	0.047	0.393	0.122	0.142	0.188	0.055	0.054	0.089	0.046	0.050	0.142	0.130	0.126	0.061	0.064	0.063	0.047	0.062	0.063	0.065	0.047	0.074	0.065	0.063	0.048	0.075	0.069	0.069	0.047	0.038	0.038	0.052	0.040
6:17:01	25.1	0.377	0.127	0.146	0.144	0.063	0.071	0.068	0.050	0.462	0.102	0.101	0.104	0.112	0.040	0.072	0.047	0.455	0.135	0.160	0.190	0.055	0.055	0.167	0.046	0.050	0.158	0.145	0.140	0.064	0.066	0.065	0.047	0.064	0.065	0.067	0.047	0.066	0.067	0.065	0.048	0.077	0.071	0.071	0.047	0.038	0.038	0.051	0.040
6:32:43	25.1	0.432	0.140	0.163	0.161	0.064	0.068	0.070	0.050	0.524	0.108	0.109	0.105	0.116	0.040	0.074	0.047	0.515	0.150	0.180	0.209	0.057	0.060	0.145	0.046	0.051	0.177	0.163	0.156	0.066	0.069	0.067	0.047	0.066	0.067	0.069	0.047	0.070	0.070	0.068	0.048	0.079	0.073	0.073	0.047	0.038	0.038	0.051	0.040
6:48:26	25.1	0.485	0.155	0.183	0.181	0.070	0.076	0.072	0.050	0.582	0.117	0.117	0.114	0.120	0.040	0.078	0.047	0.572	0.169	0.206	0.247	0.058	0.065	0.060	0.046	0.051	0.202	0.185	0.177	0.069	0.072	0.070	0.047	0.068	0.069	0.070	0.047	0.072	0.073	0.070	0.048	0.081	0.075	0.075	0.047	0.038	0.038	0.051	0.040
7:04:08	25.1	0.546	0.173	0.204	0.204	0.070	0.077	0.073	0.050	0.640	0.125	0.127	0.123	0.128	0.040	0.091	0.047	0.632	0.190	0.234	0.270	0.060	0.062	0.088	0.046	0.050	0.228	0.212	0.202	0.072	0.076	0.073	0.047	0.070	0.071	0.073	0.047	0.076	0.080	0.073	0.048	0.083	0.078	0.078	0.047	0.038	0.038	0.050	0.040
7:19:51	25.1	0.600	0.194	0.233	0.232	0.115	0.128	0.088	0.050	0.686	0.137	0.138	0.135	0.168	0.040	0.084	0.047	0.675	0.216	0.270	0.320	0.070	0.073	0.073	0.046	0.050	0.262	0.244	0.228	0.076	0.079	0.077	0.047	0.072	0.073	0.075	0.047	0.089	0.080	0.077	0.048	0.086	0.080	0.081	0.047	0.038	0.038	0.051	0.040
7:35:33	25.1	0.654	0.219	0.265	0.264	0.154	0.086	0.183	0.050	0.687	0.149	0.150	0.148	0.145	0.040	0.089	0.047	0.674	0.247	0.311	0.461	0.063	0.064	0.083	0.046	0.050	0.297	0.280	0.278	0.080	0.084	0.081	0.047	0.074	0.075	0.078	0.047	0.084	0.108	0.081	0.047	0.088	0.083	0.084	0.047	0.038	0.038	0.051	0.040
7:51:16	25.1	0.666	0.249	0.300	0.298	0.076	0.132	0.080	0.050	0.689	0.164	0.164	0.165	0.159	0.040	0.092	0.047	0.676	0.281	0.351	0.468	0.068	0.124	0.071	0.046	0.050	0.342	0.325	0.301	0.084	0.089	0.085	0.047	0.076	0.078	0.089	0.047	0.088	0.089	0.085	0.048	0.091	0.086	0.087	0.047	0.038	0.038	0.051	0.040
8:06:59	25.1	0.675	0.284	0.345	0.345	0.079	0.078	0.083	0.050	0.697	0.182	0.183	0.183	0.165	0.040	0.098	0.047	0.684	0.320	0.400	0.439	0.080	0.102	0.070	0.046	0.050	0.392	0.371	0.343	0.089	0.094	0.090	0.047	0.079	0.081	0.084	0.047	0.113	0.095	0.090	0.047	0.094	0.089	0.090	0.047	0.038	0.038	0.050	0.040
8:22:41	25.1	0.687	0.316	0.392	0.394	0.085	0.085	0.094	0.050	0.701	0.199	0.202	0.204	0.186	0.041	0.131	0.047	0.689	0.365	0.455	0.497	0.187	0.073	0.071	0.046	0.050	0.465	0.422	0.399	0.095	0.100	0.096	0.047	0.082	0.084	0.087	0.047	0.100	0.101	0.096	0.047	0.102	0.093	0.094	0.047	0.038	0.038	0.050	0.040
8:38:24	25.1	0.687	0.363	0.441	0.444	0.083	0.088	0.244	0.050	0.701	0.220	0.224	0.229	0.195	0.040	0.138	0.047	0.689	0.413	0.503	0.580	0.075	0.103	0.078	0.046	0.051	0.498	0.479	0.470	0.101	0.106	0.102	0.047	0.085	0.087	0.096	0.047	0.108	0.107	0.103	0.048	0.101	0.096	0.098	0.047	0.038	0.038	0.051	0.040
8:54:06	25.1	0.684	0.412	0.490	0.496	0.193	0.090	0.122	0.050	0.700	0.240	0.248	0.258	0.201	0.040	0.159	0.047	0.688	0.463	0.572	0.608	0.086	0.075	0.096	0.046	0.050	0.561	0.546	0.522	0.108	0.113	0.108	0.047	0.088	0.090	0.094	0.047	0.115	0.117	0.109	0.047	0.105	0.101	0.101	0.047	0.038	0.040	0.051	0.040
9:09:49	25.1	0.682	0.462	0.561	0.558	0.092	0.096	0.098	0.050	0.701	0.264	0.277	0.284	0.213	0.040	0.122	0.047	0.689	0.520	0.619	0.661	0.093	0.170	0.091	0.046	0.051	0.605	0.592	0.571	0.115	0.121	0.115	0.047	0.091	0.094	0.098	0.047	0.130	0.153	0.117	0.048	0.109	0.105	0.105	0.047	0.038	0.038	0.051	0.040
9:25:31	25.1	0.679	0.533	0.600	0.600	0.224	0.235	0.203	0.050	0.705	0.308	0.305	0.322	0.228	0.040	0.129	0.047	0.695	0.584	0.660	0.759	0.096	0.099	0.087	0.046	0.050	0.660	0.787	0.612	0.123	0.129	0.123	0.047	0.095	0.098	0.126	0.047	0.146	0.135	0.125	0.048	0.113	0.109	0.110	0.047	0.038	0.038	0.050	0.040
9:41:14	25.1	0.680	0.577	0.643	0.648	0.257	0.113	0.110	0.050	0.710	0.325	0.342	0.363	0.247	0.040	0.140	0.047	0.701	0.626	0.755	0.769	0.291	0.118	0.226	0.046	0.050	0.710	0.715	0.656	0.132	0.138	0.131	0.047	0.099	0.103	0.123	0.047	0.144	0.143	0.134	0.047	0.117	0.114	0.114	0.047	0.038	0.038	0.051	0.040
9:56:57	25.1	0.683	0.613	0.701	0.702	0.132	0.112	0.156	0.050	0.719	0.361	0.381	0.408	0.261	0.040	0.146	0.047	0.709	0.672	0.785	0.829	0.102	0.118	0.229	0.046	0.050	0.770	0.793	0.715	0.142	0.148	0.140	0.047	0.103	0.106	0.111	0.047	0.175	0.154	0.144	0.048	0.122	0.118	0.120	0.047	0.038	0.038	0.050	0.040
10:12:39	25.1	0.688	0.657	0.762	0.768	0.136	0.501	0.157	0.050	0.728	0.404	0.421	0.477	0.277	0.040	0.157	0.047	0.720	0.729	0.836	0.858	0.297	0.132	0.135	0.046	0.051	0.824	0.860	0.797	0.152	0.159	0.150	0.047	0.108	0.111	0.116	0.047	0.169	0.166	0.156	0.047	0.127	0.124	0.126	0.047	0.038	0.038	0.050	0.040
10:28:22	25.1	0.692	0.726	0.816	0.815	0.155	0.127	0.222	0.050	0.739	0.472	0.493	0.536	0.335	0.040	0.211	0.047	0.731	0.799	0.881	0.883	0.349	0.150	0.110	0.046	0.050	0.875	0.863	0.834	0.163	0.171	0.161	0.047	0.112	0.116	0.121	0.047	0.184	0.184	0.167	0.048	0.132	0.130	0.131	0.047	0.038	0.038	0.051	0.040
10:44:04	25.1	0.702	0.783	0.871	0.865	0.263	0.228	0.186	0.050	0.757	0.511	0.541	0.577	0.352	0.041	0.175	0.047	0.750	0.849	0.934	0.912	0.291	0.125	0.139	0.046	0.051	0.924	1.000	0.882	0.175	0.183	0.173	0.047	0.120	0.121	0.128	0.047	0.199	0.197	0.182	0.048	0.138	0.136	0.137	0.047	0.038	0.038	0.050	0.040
10:59:47	25.1	0.714	0.830	0.912	0.916	0.264	0.143	0.459	0.050	0.782	0.550	0.578	0.618	0.333	0.040	0.262	0.047	0.778	0.897	0.995	0.963	0.201	0.127	0.221	0.046	0.051	1.000	0.965	0.931	0.187	0.195	0.183	0.047	0.123	0.127	0.178	0.047	0.219	0.250	0.195	0.048	0.144	0.142	0.143	0.047	0.038	0.038	0.051	0.040
11:15:30	25.1	0.735	0.882	0.960	0.969	0.510	0.196	0.294	0.049	0.817	0.587	0.613	0.665	0.450	0.040	0.230	0.047	0.815	0.950	1.069	1.006	0.170	0.199	0.141	0.046	0.050	1.058	1.039	0.979	0.200	0.209	0.195	0.047	0.128	0.133	0.139	0.047	0.234	0.229	0.210	0.047	0.150	0.149	0.150	0.047	0.038	0.038	0.050	0.040
11:31:12	25.1	0.766	0.927	1.009	1.013	0.496	0.380	0.278	0.050	0.852	0.628	0.654	0.706	0.369	0.040	0.213	0.047	0.848	0.996	1.073	1.042	0.250	0.200	0.172	0.046	0.050	1.085	1.048	1.029	0.214	0.222	0.208	0.047	0.135	0.139	0.146	0.047	0.263	0.304	0.227	0.048	0.157	0.157	0.158	0.047	0.038	0.038	0.051	0.040
11:46:55	25.0	0.800	0.968	1.067	1.063	0.197	0.220	0.525	0.050	0.875	0.674	0.706	0.765	0.500	0.040	0.239	0.047	0.870	1.047	1.123	1.095	0.177	0.192	0.202	0.046	0.051	1.124	1.099	1.081	0.228	0.235	0.221	0.047	0.141	0.146	0.153	0.047	0.276	0.265	0.243	0.048	0.164	0.164	0.165	0.047	0.038	0.038	0.050	0.040
12:02:37	25.1	0.823	1.021	1.108	1.116	0.257	0.203	0.392	0.050	0.891	0.736	0.768	0.814	0.417	0.040	0.241	0.047	0.886	1.092	1.218	1.141	0.216	0.186	0.221	0.046	0.050	1.192	1.273	1.131	0.242	0.250	0.234	0.047	0.149	0.154	0.161	0.047	0.372	0.285	0.264	0.047	0.172	0.173	0.174	0.047	0.038	0.038	0.051	0.040
12:18:20	25.1	0.836	1.067	1.153	1.160	0.222	0.228	0.507	0.050	0.907	0.781	0.812	0.876	0.415	0.040	0.339	0.047	0.900	1.140	1.223	1.196	0.379	0.225	0.560	0.046	0.050	1.225	1.257	1.190	0.255	0.263	0.246	0.047	0.155	0.167	0.169	0.047	0.318	0.314	0.283	0.048	0.180	0.181	0.183	0.047	0.038	0.038	0.050	0.040
12:34:02	25.1	0.851	1.113	1.210	1.211	0.318	0.257	0.256	0.050	0.921	0.833	0.855	0.909	0.444	0.041	0.350	0.047	0.914	1.196	1.269	1.307	0.348	0.279	0.212	0.046	0.050	1.269	1.250	1.236	0.270	0.277	0.259	0.047	0.163	0.170	0.178	0.047	0.365	0.338	0.303	0.048	0.189	0.190	0.191	0.047	0.038	0.038	0.050	0.040
12:49:45	25.1	0.863	1.159	1.252	1.262	0.369	0.304	0.478	0.050	0.934	0.885	0.905	0.959	0.468	0.040	0.290	0.047	0.927	1.246	1.314	1.290	0.289	0.226	0.289	0.046	0.050	1.344	1.339	1.289	0.283	0.291	0.275	0.047	0.172	0.179	0.188	0.047	0.392	0.372	0.326	0.048	0.197	0.200	0.214	0.047	0.038	0.038	0.051	0.040
13:05:28	25.1	0.873	1.203	1.294	1.294	0.746	0.581	0.512	0.050	0.944	0.970	0.949	1.015	0.464	0.040	0.330	0.047	0.939	1.280	1.337	1.498	0.269	0.307	0.330	0.046	0.050	1.326	1.405	1.330	0.297	0.304	0.285	0.047	0.180	0.188	0.198	0.047	0.386	0.373	0.345	0.047	0.208	0.211	0.213	0.047	0.038	0.038	0.050	0.040
13:21:10	25.1	0.884	1.241	1.314	1.318	0.326	0.410	0.440	0.050	0.957	0.987	1.013	1.057	0.486	0.040	0.327	0.047	0.951	1.332	1.349	1.349	0.444	0.339	0.274	0.046	0.050	1.337	1.339	1.351	0.310	0.317	0.297	0.047	0.190	0.198	0.209	0.047	0.415	0.399	0.366	0.048	0.219	0.222	0.224	0.047	0.038	0.039	0.050	0.040
13:36:53	25.1	0.893	1.278	1.327	1.331	0.335	0.399	0.369	0.050	0.969	1.040	1.046	1.109	0.494	0.040	0.332	0.047	0.965	1.353	1.352	1.388	0.437	0.476	0.412	0.046	0.050	1.335	1.341	1.365	0.323	0.330	0.309	0.047	0.200	0.209	0.220	0.047	0.487	0.414	0.386	0.048	0.230	0.234	0.236	0.047	0.038	0.038	0.051	0.040
13:52:35	25.1	0.905	1.297	1.323	1.330	0.402	0.345	0.407	0.050	0.981	1.090	1.096	1.152	0.519	0.040	0.346	0.047	0.975	1.362	1.343	1.553	0.495	0.410	0.448	0.046	0.051	1.331	1.378	1.402	0.335	0.342	0.320	0.047	0.211	0.253	0.232	0.047	0.454	0.490	0.406	0.048	0.241	0.253	0.253	0.047	0.038	0.038	0.051	0.040
14:08:18	25.1	0.913	1.293	1.315	1.324	0.686	0.510	0.531	0.050	0.985	1.169	1.161	1.205	0.513	0.040	0.382	0.047	0.978	1.359	1.341	1.464	0.302	0.355	0.365	0.046	0.050	1.329	1.326	1.344	0.347	0.353	0.331	0.047	0.237	0.232	0.244	0.047	0.484	0.479	0.424	0.048	0.254	0.261	0.263	0.047	0.038	0.038	0.050	0.040
14:24:00	25.1	0.920	1.279	1.304	1.313	0.497	0.754	0.589	0.050	0.982	1.214	1.213	1.240	0.532	0.040	0.442	0.047	0.975	1.346	1.339	1.436	0.739	0.351	0.552	0.046	0.050	1.319	1.372	1.340	0.359	0.364	0.341	0.047	0.239	0.245	0.258	0.047	0.486	0.467	0.440	0.048	0.267	0.274	0.281	0.047	0.038	0.038	0.051	0.040
14:39:43	25.0	0.917	1.271	1.301	1.309	0.567	0.664	0.524	0.050	0.978	1.257	1.255	1.298	0.544	0.040	0.400	0.047	0.971	1.343	1.332	1.383	0.397	0.405	0.567	0.046	0.050	1.343	1.326	1.334	0.368	0.374	0.350	0.047	0.254	0.264	0.275	0.047	0.502	0.479	0.459	0.048	0.281	0.301	0.294	0.047	0.038	0.038	0.050	0.040
14:55:26	25.1	0.911	1.268	1.289	1.301	0.588	0.736	0.539	0.050	0.973	1.312	1.312	1.368	0.563	0.040	0.642	0.047	0.966	1.349	1.330	1.495	0.611	0.460	0.432	0.046	0.050	1.327	1.329	1.425	0.378	0.384	0.359	0.047	0.266	0.275	0.289	0.047	0.519	0.491	0.471	0.048	0.309	0.309	0.311	0.047	0.038	0.038	0.051	0.040
15:11:08	25.0	0.904	1.257	1.287	1.301	0.621	0.614	0.564	0.050	0.967	1.334	1.333	1.356	0.634	0.040	0.415	0.047	0.961	1.334	1.327	1.400	0.570	0.539	0.558	0.046	0.050	1.370	1.400	1.325	0.387	0.393	0.367	0.047	0.287	0.290	0.305	0.047	0.533	0.502	0.484	0.048	0.321	0.323	0.330	0.047	0.042	0.038	0.050	0.040
15:26:51	25.1	0.897	1.252	1.273	1.290	0.847	0.627	0.611	0.050	0.962	1.346	1.359	1.360	0.658	0.040	0.532	0.047	0.955	1.336	1.322	1.415	0.547	0.563	0.507	0.046	0.050	1.315	1.307	1.318	0.394	0.400	0.376	0.047	0.300	0.308	0.322	0.047	0.543	0.514	0.499	0.048	0.329	0.340	0.348	0.047	0.038	0.038	0.050	0.040
15:42:33	25.1	0.890	1.245	1.275	1.277	0.707	0.475	0.676	0.050	0.956	1.405	1.357	1.355	0.704	0.040	0.495	0.047	0.951	1.331	1.319	1.286	0.479	0.499	0.929	0.046	0.050	1.322	1.301	1.319	0.403	0.409	0.384	0.047	0.314	0.327	0.341	0.047	0.563	0.529	0.509	0.048	0.355	0.359	0.371	0.047	0.038	0.038	0.051	0.040
15:58:16	25.1	0.883	1.235	1.265	1.271	0.740	0.506	0.627	0.050	0.952	1.270	1.359	1.349	0.721	0.040	0.456	0.047	0.946	1.321	1.318	1.297	0.604	0.511	0.435	0.046	0.050	1.310	1.313	1.318	0.411	0.417	0.391	0.047	0.340	0.341	0.360	0.047	0.572	0.542	0.522	0.047	0.365	0.378	0.385	0.047	0.038	0.038	0.050	0.040
16:13:58	25.1	0.877	1.226	1.254	1.274	0.637	0.891	0.645	0.050	0.947	1.289	1.346	1.344	0.682	0.040	0.616	0.047	0.942	1.319	1.315	1.459	0.942	0.525	0.492	0.046	0.051	1.286	1.351	1.377	0.420	0.425	0.398	0.047	0.365	0.360	0.379	0.047	0.592	0.552	0.533	0.048	0.387	0.400	0.402	0.047	0.038	0.038	0.050	0.040
16:29:41	25.1	0.870	1.213	1.245	1.260	0.768	0.738	0.530	0.050	0.943	1.287	1.394	1.337	0.963	0.040	0.591	0.047	0.938	1.318	1.306	1.357	0.692	0.802	0.496	0.046	0.050	1.328	1.291	1.312	0.427	0.433	0.406	0.047	0.377	0.380	0.402	0.047	0.592	0.562	0.545	0.047	0.406	0.421	0.424	0.047	0.038	0.038	0.050	0.040
16:45:23	25.1	0.864	1.212	1.242	1.254	0.895	0.573	0.671	0.050	0.938	1.264	1.405	1.332	0.875	0.040	0.494	0.047	0.934	1.311	1.304	1.341	0.835	0.712	0.594	0.046	0.050	1.280	1.293	1.306	0.435	0.441	0.413	0.047	0.392	0.400	0.422	0.047	0.675	0.576	0.553	0.048	0.427	0.444	0.449	0.047	0.038	0.038	0.053	0.040
17:01:06	25.0	0.858	1.202	1.238	1.250	0.898	0.858	0.578	0.049	0.934	1.269	1.328	1.324	0.671	0.040	0.509	0.047	0.930	1.309	1.300	1.308	0.662	0.531	0.516	0.046	0.050	1.279	1.352	1.366	0.443	0.449	0.424	0.047	0.413	0.422	0.446	0.047	0.633	0.634	0.568	0.047	0.449	0.467	0.477	0.047	0.038	0.038	0.050	0.040
17:16:48	25.1	0.851	1.193	1.225	1.240	0.816	0.918	0.781	0.050	0.930	1.270	1.298	1.320	0.680	0.040	0.521	0.047	0.926	1.306	1.294	1.369	0.819	0.671	0.589	0.046	0.050	1.282	1.289	1.334	0.450	0.457	0.427	0.047	0.429	0.446	0.469	0.047	0.624	0.602	0.577	0.047	0.469	0.491	0.498	0.047	0.038	0.038	0.050	0.040
